Date,Close
04/01/2016 16:00:00,2012.66
05/01/2016 16:00:00,2016.71
06/01/2016 16:00:00,1990.26
07/01/2016 16:00:00,1943.09
08/01/2016 16:00:00,1922.03
11/01/2016 16:00:00,1923.67
12/01/2016 16:00:00,1938.68
13/01/2016 16:00:00,1890.28
14/01/2016 16:00:00,1921.84
15/01/2016 16:00:00,1880.33
19/01/2016 16:00:00,1881.33
20/01/2016 16:00:00,1859.33
21/01/2016 16:00:00,1868.99
22/01/2016 16:00:00,1906.9
25/01/2016 16:00:00,1877.08
26/01/2016 16:00:00,1903.63
27/01/2016 16:00:00,1882.95
28/01/2016 16:00:00,1893.36
29/01/2016 16:00:00,1940.24
01/02/2016 16:00:00,1939.38
02/02/2016 16:00:00,1903.03
03/02/2016 16:00:00,1912.53
04/02/2016 16:00:00,1915.45
05/02/2016 16:00:00,1880.05
08/02/2016 16:00:00,1853.44
09/02/2016 16:00:00,1852.21
10/02/2016 16:00:00,1851.86
11/02/2016 16:00:00,1829.08
12/02/2016 16:00:00,1864.78
16/02/2016 16:00:00,1895.58
17/02/2016 16:00:00,1926.82
18/02/2016 16:00:00,1917.83
19/02/2016 16:00:00,1917.78
22/02/2016 16:00:00,1945.5
23/02/2016 16:00:00,1921.27
24/02/2016 16:00:00,1929.8
25/02/2016 16:00:00,1951.7
26/02/2016 16:00:00,1948.05
29/02/2016 16:00:00,1932.23
01/03/2016 16:00:00,1978.35
02/03/2016 16:00:00,1986.45
03/03/2016 16:00:00,1993.4
04/03/2016 16:00:00,1999.99
07/03/2016 16:00:00,2001.76
08/03/2016 16:00:00,1979.26
09/03/2016 16:00:00,1989.26
10/03/2016 16:00:00,1989.57
11/03/2016 16:00:00,2022.19
14/03/2016 16:00:00,2019.64
15/03/2016 16:00:00,2015.93
16/03/2016 16:00:00,2027.22
17/03/2016 16:00:00,2040.59
18/03/2016 16:00:00,2049.58
21/03/2016 16:00:00,2051.6
22/03/2016 16:00:00,2049.8
23/03/2016 16:00:00,2036.71
24/03/2016 16:00:00,2035.94
28/03/2016 16:00:00,2037.05
29/03/2016 16:00:00,2055.01
30/03/2016 16:00:00,2063.95
31/03/2016 16:00:00,2059.74
01/04/2016 16:00:00,2072.78
04/04/2016 16:00:00,2066.13
05/04/2016 16:00:00,2045.17
06/04/2016 16:00:00,2066.66
07/04/2016 16:00:00,2041.91
08/04/2016 16:00:00,2047.6
11/04/2016 16:00:00,2041.99
12/04/2016 16:00:00,2061.72
13/04/2016 16:00:00,2082.42
14/04/2016 16:00:00,2082.78
15/04/2016 16:00:00,2080.73
18/04/2016 16:00:00,2094.34
19/04/2016 16:00:00,2100.8
20/04/2016 16:00:00,2102.4
21/04/2016 16:00:00,2091.48
22/04/2016 16:00:00,2091.58
25/04/2016 16:00:00,2087.79
26/04/2016 16:00:00,2091.7
27/04/2016 16:00:00,2095.15
28/04/2016 16:00:00,2075.81
29/04/2016 16:00:00,2065.3
02/05/2016 16:00:00,2081.43
03/05/2016 16:00:00,2063.37
04/05/2016 16:00:00,2051.12
05/05/2016 16:00:00,2050.63
06/05/2016 16:00:00,2057.14
09/05/2016 16:00:00,2058.69
10/05/2016 16:00:00,2084.39
11/05/2016 16:00:00,2064.46
12/05/2016 16:00:00,2064.11
13/05/2016 16:00:00,2046.61
16/05/2016 16:00:00,2066.66
17/05/2016 16:00:00,2047.21
18/05/2016 16:00:00,2047.63
19/05/2016 16:00:00,2040.04
20/05/2016 16:00:00,2052.32
23/05/2016 16:00:00,2048.04
24/05/2016 16:00:00,2076.06
25/05/2016 16:00:00,2090.54
26/05/2016 16:00:00,2090.1
27/05/2016 16:00:00,2099.06
31/05/2016 16:00:00,2096.96
01/06/2016 16:00:00,2099.33
02/06/2016 16:00:00,2105.26
03/06/2016 16:00:00,2099.13
06/06/2016 16:00:00,2109.41
07/06/2016 16:00:00,2112.13
08/06/2016 16:00:00,2119.12
09/06/2016 16:00:00,2115.48
10/06/2016 16:00:00,2096.07
13/06/2016 16:00:00,2079.06
14/06/2016 16:00:00,2075.32
15/06/2016 16:00:00,2071.5
16/06/2016 16:00:00,2077.99
17/06/2016 16:00:00,2071.22
20/06/2016 16:00:00,2083.25
21/06/2016 16:00:00,2088.9
22/06/2016 16:00:00,2085.45
23/06/2016 16:00:00,2113.32
24/06/2016 16:00:00,2037.41
27/06/2016 16:00:00,2000.54
28/06/2016 16:00:00,2036.09
29/06/2016 16:00:00,2070.77
30/06/2016 16:00:00,2098.86
01/07/2016 16:00:00,2102.95
05/07/2016 16:00:00,2088.55
06/07/2016 16:00:00,2099.73
07/07/2016 16:00:00,2097.9
08/07/2016 16:00:00,2129.9
11/07/2016 16:00:00,2137.16
12/07/2016 16:00:00,2152.14
13/07/2016 16:00:00,2152.43
14/07/2016 16:00:00,2163.75
15/07/2016 16:00:00,2161.74
18/07/2016 16:00:00,2166.89
19/07/2016 16:00:00,2163.78
20/07/2016 16:00:00,2173.02
21/07/2016 16:00:00,2165.17
22/07/2016 16:00:00,2175.03
25/07/2016 16:00:00,2168.48
26/07/2016 16:00:00,2169.18
27/07/2016 16:00:00,2166.58
28/07/2016 16:00:00,2170.06
29/07/2016 16:00:00,2173.6
01/08/2016 16:00:00,2170.84
