Date,Close
04/01/2016 16:00:00,76.66
05/01/2016 16:00:00,76.62
06/01/2016 16:00:00,74.92
07/01/2016 16:00:00,73.52
08/01/2016 16:00:00,73.52
11/01/2016 16:00:00,73.61
12/01/2016 16:00:00,74.18
13/01/2016 16:00:00,72
14/01/2016 16:00:00,73.05
15/01/2016 16:00:00,70.85
18/01/2016 16:00:00,70.82
19/01/2016 16:00:00,71.3
20/01/2016 16:00:00,70.17
21/01/2016 16:00:00,70.97
22/01/2016 16:00:00,73.75
25/01/2016 16:00:00,71.69
26/01/2016 16:00:00,72.78
27/01/2016 16:00:00,74.09
28/01/2016 16:00:00,74.57
29/01/2016 16:00:00,75.22
01/02/2016 16:00:00,74.3
02/02/2016 16:00:00,73.58
03/02/2016 16:00:00,73.97
04/02/2016 16:00:00,74.51
05/02/2016 16:00:00,74.33
08/02/2016 16:00:00,73.53
09/02/2016 16:00:00,71.53
10/02/2016 16:00:00,70.29
11/02/2016 16:00:00,69.56
12/02/2016 16:00:00,71.9
16/02/2016 16:00:00,73.18
17/02/2016 16:00:00,74.64
18/02/2016 16:00:00,74.69
19/02/2016 16:00:00,74.39
22/02/2016 16:00:00,73.87
23/02/2016 16:00:00,73.68
24/02/2016 16:00:00,73.19
25/02/2016 16:00:00,73.36
26/02/2016 16:00:00,74.15
29/02/2016 16:00:00,74.65
01/03/2016 16:00:00,75.98
02/03/2016 16:00:00,75.69
03/03/2016 16:00:00,76.34
04/03/2016 16:00:00,76.21
07/03/2016 16:00:00,76.32
08/03/2016 16:00:00,77.13
09/03/2016 16:00:00,77.53
10/03/2016 16:00:00,77.51
11/03/2016 16:00:00,78.24
14/03/2016 16:00:00,78.15
15/03/2016 16:00:00,78.54
16/03/2016 16:00:00,78.46
17/03/2016 16:00:00,79.34
18/03/2016 16:00:00,78.61
21/03/2016 16:00:00,79.04
22/03/2016 16:00:00,78.66
23/03/2016 16:00:00,78.68
24/03/2016 16:00:00,77.95
28/03/2016 16:00:00,78.45
29/03/2016 16:00:00,78.39
30/03/2016 16:00:00,79.02
31/03/2016 16:00:00,78.87
01/04/2016 16:00:00,78.87
04/04/2016 16:00:00,78.67
06/04/2016 16:00:00,78.4
07/04/2016 16:00:00,77.42
08/04/2016 16:00:00,78.33
11/04/2016 16:00:00,78.62
12/04/2016 16:00:00,79.28
13/04/2016 16:00:00,80.11
14/04/2016 16:00:00,80.6
15/04/2016 16:00:00,81.2
18/04/2016 16:00:00,81.28
19/04/2016 16:00:00,81.65
20/04/2016 16:00:00,82
21/04/2016 16:00:00,81.75
22/04/2016 16:00:00,82.17
25/04/2016 16:00:00,81.95
26/04/2016 16:00:00,82.2
27/04/2016 16:00:00,82.47
28/04/2016 16:00:00,81.47
29/04/2016 16:00:00,81.74
02/05/2016 16:00:00,81.66
03/05/2016 16:00:00,81.16
04/05/2016 16:00:00,81.06
05/05/2016 16:00:00,80.57
06/05/2016 16:00:00,80.55
09/05/2016 16:00:00,80.48
10/05/2016 16:00:00,81.5
11/05/2016 16:00:00,81.5
12/05/2016 16:00:00,81.88
13/05/2016 16:00:00,82.07
16/05/2016 16:00:00,82.35
17/05/2016 16:00:00,82.06
18/05/2016 16:00:00,82.57
19/05/2016 16:00:00,82.25
20/05/2016 16:00:00,82.69
24/05/2016 16:00:00,83.23
25/05/2016 16:00:00,84.27
26/05/2016 16:00:00,83.8
27/05/2016 16:00:00,83.44
30/05/2016 16:00:00,83.35
31/05/2016 16:00:00,82.3
01/06/2016 16:00:00,82.35
02/06/2016 16:00:00,82.66
03/06/2016 16:00:00,82.87
06/06/2016 16:00:00,83.35
07/06/2016 16:00:00,83.78
08/06/2016 16:00:00,83.8
09/06/2016 16:00:00,83.51
10/06/2016 16:00:00,83.13
13/06/2016 16:00:00,82.52
14/06/2016 16:00:00,81.48
15/06/2016 16:00:00,81.69
16/06/2016 16:00:00,81.6
17/06/2016 16:00:00,81.5
20/06/2016 16:00:00,81.89
21/06/2016 16:00:00,82.65
22/06/2016 16:00:00,82.82
23/06/2016 16:00:00,83.27
24/06/2016 16:00:00,81.46
27/06/2016 16:00:00,80.26
28/06/2016 16:00:00,81.97
29/06/2016 16:00:00,82.24
30/06/2016 16:00:00,81.95
04/07/2016 16:00:00,82.36
05/07/2016 16:00:00,82.2
06/07/2016 16:00:00,82.55
07/07/2016 16:00:00,82.3
08/07/2016 16:00:00,82.95
11/07/2016 16:00:00,83.29
