Date,Close
04/01/2016 16:00:00,73.04
05/01/2016 16:00:00,72.82
07/01/2016 16:00:00,70.25
11/01/2016 16:00:00,70.41
12/01/2016 16:00:00,70.92
13/01/2016 16:00:00,69.15
14/01/2016 16:00:00,69.57
15/01/2016 16:00:00,67.05
18/01/2016 16:00:00,66.87
19/01/2016 16:00:00,67.43
20/01/2016 16:00:00,65.62
21/01/2016 16:00:00,66.83
22/01/2016 16:00:00,69.34
25/01/2016 16:00:00,67.03
26/01/2016 16:00:00,67.62
27/01/2016 16:00:00,68.63
28/01/2016 16:00:00,71.05
29/01/2016 16:00:00,72.55
01/02/2016 16:00:00,71.27
02/02/2016 16:00:00,70.08
03/02/2016 16:00:00,70.14
04/02/2016 16:00:00,70.99
05/02/2016 16:00:00,71.14
08/02/2016 16:00:00,69.29
09/02/2016 16:00:00,67.64
10/02/2016 16:00:00,66.19
11/02/2016 16:00:00,65
12/02/2016 16:00:00,67.98
16/02/2016 16:00:00,69.41
17/02/2016 16:00:00,70.95
18/02/2016 16:00:00,71
19/02/2016 16:00:00,71.28
22/02/2016 16:00:00,70.49
23/02/2016 16:00:00,69.63
24/02/2016 16:00:00,67.81
25/02/2016 16:00:00,67.78
26/02/2016 16:00:00,68.29
29/02/2016 16:00:00,69.07
01/03/2016 16:00:00,70.14
02/03/2016 16:00:00,70.13
03/03/2016 16:00:00,70.75
04/03/2016 16:00:00,71.38
07/03/2016 16:00:00,72.22
08/03/2016 16:00:00,72.7
09/03/2016 16:00:00,73.21
10/03/2016 16:00:00,73.24
11/03/2016 16:00:00,74.25
14/03/2016 16:00:00,74.25
15/03/2016 16:00:00,74.6
16/03/2016 16:00:00,74.62
17/03/2016 16:00:00,75.86
18/03/2016 16:00:00,75.22
21/03/2016 16:00:00,75.32
22/03/2016 16:00:00,74.79
23/03/2016 16:00:00,74.94
24/03/2016 16:00:00,73.97
28/03/2016 16:00:00,74.75
29/03/2016 16:00:00,74.78
30/03/2016 16:00:00,75.44
31/03/2016 16:00:00,74.83
01/04/2016 16:00:00,75.1
04/04/2016 16:00:00,74.76
06/04/2016 16:00:00,73.93
07/04/2016 16:00:00,73.61
08/04/2016 16:00:00,74.81
11/04/2016 16:00:00,74.91
12/04/2016 16:00:00,75.74
13/04/2016 16:00:00,76.77
14/04/2016 16:00:00,77.39
15/04/2016 16:00:00,77.54
18/04/2016 16:00:00,77.77
19/04/2016 16:00:00,78.34
20/04/2016 16:00:00,78.72
21/04/2016 16:00:00,77.51
22/04/2016 16:00:00,77.58
25/04/2016 16:00:00,77.29
26/04/2016 16:00:00,77.81
27/04/2016 16:00:00,77.96
28/04/2016 16:00:00,77.78
29/04/2016 16:00:00,77.92
02/05/2016 16:00:00,77.71
03/05/2016 16:00:00,76.21
04/05/2016 16:00:00,75.68
05/05/2016 16:00:00,75.68
06/05/2016 16:00:00,76.09
09/05/2016 16:00:00,75.62
10/05/2016 16:00:00,76.61
11/05/2016 16:00:00,76.62
12/05/2016 16:00:00,76.97
13/05/2016 16:00:00,76.82
16/05/2016 16:00:00,77.01
17/05/2016 16:00:00,76.84
18/05/2016 16:00:00,78.16
19/05/2016 16:00:00,77.57
20/05/2016 16:00:00,77.85
24/05/2016 16:00:00,78.52
25/05/2016 16:00:00,79.25
26/05/2016 16:00:00,80
27/05/2016 16:00:00,80.55
30/05/2016 16:00:00,80.39
31/05/2016 16:00:00,78.83
01/06/2016 16:00:00,79.1
02/06/2016 16:00:00,79.62
03/06/2016 16:00:00,79.26
06/06/2016 16:00:00,79.33
07/06/2016 16:00:00,79.95
08/06/2016 16:00:00,79.8
09/06/2016 16:00:00,79.34
10/06/2016 16:00:00,78.57
13/06/2016 16:00:00,78.5
14/06/2016 16:00:00,77.11
15/06/2016 16:00:00,77.01
16/06/2016 16:00:00,77.32
17/06/2016 16:00:00,77.6
20/06/2016 16:00:00,78.01
21/06/2016 16:00:00,78.62
22/06/2016 16:00:00,78.47
23/06/2016 16:00:00,79.69
24/06/2016 16:00:00,77.21
27/06/2016 16:00:00,75.2
28/06/2016 16:00:00,76.38
29/06/2016 16:00:00,76.9
30/06/2016 16:00:00,76.34
04/07/2016 16:00:00,77.19
05/07/2016 16:00:00,76.93
06/07/2016 16:00:00,76.61
07/07/2016 16:00:00,76.73
08/07/2016 16:00:00,77.35
11/07/2016 16:00:00,78.11
12/07/2016 16:00:00,79.08
13/07/2016 16:00:00,79.27
14/07/2016 16:00:00,79.82
15/07/2016 16:00:00,80.1
18/07/2016 16:00:00,80.01
19/07/2016 16:00:00,79.94
20/07/2016 16:00:00,80.72
21/07/2016 16:00:00,80.38
22/07/2016 16:00:00,79.6
25/07/2016 16:00:00,79.87
26/07/2016 16:00:00,80.41
27/07/2016 16:00:00,79.43
28/07/2016 16:00:00,79.77
29/07/2016 16:00:00,79.59
02/08/2016 16:00:00,78.64
03/08/2016 16:00:00,78.79
04/08/2016 16:00:00,78.8
05/08/2016 16:00:00,79.46
08/08/2016 16:00:00,79.87
09/08/2016 16:00:00,80.22
10/08/2016 16:00:00,80.24
11/08/2016 16:00:00,80.45
12/08/2016 16:00:00,80.15
15/08/2016 16:00:00,80.16
16/08/2016 16:00:00,79.94
17/08/2016 16:00:00,80.34
18/08/2016 16:00:00,80.14
19/08/2016 16:00:00,80.96
22/08/2016 16:00:00,81.07
23/08/2016 16:00:00,82.23
24/08/2016 16:00:00,81.86
25/08/2016 16:00:00,81.37
26/08/2016 16:00:00,81.54
29/08/2016 16:00:00,81.75
30/08/2016 16:00:00,81.79
31/08/2016 16:00:00,81.53
01/09/2016 16:00:00,81.46
02/09/2016 16:00:00,81.5
06/09/2016 16:00:00,81.6
07/09/2016 16:00:00,81.38
08/09/2016 16:00:00,81.06
09/09/2016 16:00:00,80.72
12/09/2016 16:00:00,80.7
13/09/2016 16:00:00,80.18
14/09/2016 16:00:00,80.11
15/09/2016 16:00:00,81.36
16/09/2016 16:00:00,80.76
19/09/2016 16:00:00,80.76
20/09/2016 16:00:00,81.06
21/09/2016 16:00:00,81.6
22/09/2016 16:00:00,81.88
23/09/2016 16:00:00,81.4
26/09/2016 16:00:00,80.89
27/09/2016 16:00:00,80.75
28/09/2016 16:00:00,81.46
29/09/2016 16:00:00,81.23
30/09/2016 16:00:00,81.26
03/10/2016 16:00:00,80.95
04/10/2016 16:00:00,81.15
05/10/2016 16:00:00,81.62
06/10/2016 16:00:00,82.12
07/10/2016 16:00:00,81.9
11/10/2016 16:00:00,82.03
12/10/2016 16:00:00,82.11
13/10/2016 16:00:00,82.61
14/10/2016 16:00:00,82.61
17/10/2016 16:00:00,82.78
18/10/2016 16:00:00,83.53
19/10/2016 16:00:00,83.67
20/10/2016 16:00:00,83.93
21/10/2016 16:00:00,84.5
24/10/2016 16:00:00,83.79
25/10/2016 16:00:00,83.48
26/10/2016 16:00:00,83.65
27/10/2016 16:00:00,83.75
28/10/2016 16:00:00,83.72
31/10/2016 16:00:00,83.8
01/11/2016 16:00:00,83.22
02/11/2016 16:00:00,82.58
03/11/2016 16:00:00,82.73
04/11/2016 16:00:00,82.06
07/11/2016 16:00:00,83.08
08/11/2016 16:00:00,83.51
09/11/2016 16:00:00,84.34
10/11/2016 16:00:00,85.78
11/11/2016 16:00:00,85.98
14/11/2016 16:00:00,86.63
15/11/2016 16:00:00,86.02
16/11/2016 16:00:00,86.03
17/11/2016 16:00:00,86.83
18/11/2016 16:00:00,87.27
21/11/2016 16:00:00,88.95
22/11/2016 16:00:00,89.25
23/11/2016 16:00:00,89.83
24/11/2016 16:00:00,89.65
25/11/2016 16:00:00,89.73
28/11/2016 16:00:00,89.27
29/11/2016 16:00:00,90.12
30/11/2016 16:00:00,87.08
01/12/2016 16:00:00,87.3
02/12/2016 16:00:00,87.73
05/12/2016 16:00:00,87.92
06/12/2016 16:00:00,88.02
07/12/2016 16:00:00,88.33
08/12/2016 16:00:00,89.43
09/12/2016 16:00:00,90.3
12/12/2016 16:00:00,90.3
13/12/2016 16:00:00,91.2
14/12/2016 16:00:00,90.67
15/12/2016 16:00:00,91.49
16/12/2016 16:00:00,91.63
19/12/2016 16:00:00,91.79
20/12/2016 16:00:00,91.95
21/12/2016 16:00:00,91.96
22/12/2016 16:00:00,92.02
23/12/2016 16:00:00,91.68
28/12/2016 16:00:00,91.8
29/12/2016 16:00:00,91.41
30/12/2016 16:00:00,90.87
03/01/2017 16:00:00,91.5
04/01/2017 16:00:00,92.84
05/01/2017 16:00:00,92.82
06/01/2017 16:00:00,92.72
09/01/2017 16:00:00,92.52
10/01/2017 16:00:00,92.97
11/01/2017 16:00:00,93.89
12/01/2017 16:00:00,93.75
13/01/2017 16:00:00,94.5
16/01/2017 16:00:00,94.27
17/01/2017 16:00:00,93.58
18/01/2017 16:00:00,93.29
19/01/2017 16:00:00,93.28
20/01/2017 16:00:00,94.17
23/01/2017 16:00:00,94.09
24/01/2017 16:00:00,93.38
25/01/2017 16:00:00,93.99
26/01/2017 16:00:00,94.36
27/01/2017 16:00:00,94.47
30/01/2017 16:00:00,94.06
31/01/2017 16:00:00,93.56
01/02/2017 16:00:00,93.69
02/02/2017 16:00:00,93.76
03/02/2017 16:00:00,94.6
06/02/2017 16:00:00,94.67
07/02/2017 16:00:00,95.28
08/02/2017 16:00:00,95.42
09/02/2017 16:00:00,96.17
10/02/2017 16:00:00,96.84
13/02/2017 16:00:00,97.12
14/02/2017 16:00:00,97.46
15/02/2017 16:00:00,98.53
16/02/2017 16:00:00,98.68
17/02/2017 16:00:00,99.09
21/02/2017 16:00:00,99.19
22/02/2017 16:00:00,98.52
23/02/2017 16:00:00,98.26
24/02/2017 16:00:00,96.61
27/02/2017 16:00:00,96.72
28/02/2017 16:00:00,96.48
01/03/2017 16:00:00,97.53
02/03/2017 16:00:00,97.94
03/03/2017 16:00:00,98.29
06/03/2017 16:00:00,99.13
07/03/2017 16:00:00,98.74
08/03/2017 16:00:00,98.35
09/03/2017 16:00:00,98.31
